Run, Time, Lon, Lat, Alt, Azimuth, Gamma, Vmag, Alpha, Roll
0,         0.00000,        -3.00000,        -3.00000,     15000.00000,         0.00000,        -0.00000,       500.00000,         0.00000,         0.00000 
0,         0.01000,        -2.99998,        -2.99995,     14999.99971,        -0.00284,        -0.00464,       499.93701,         0.00102,        -0.04352 
0,         0.02000,        -2.99998,        -2.99991,     14999.99885,        -0.00567,        -0.00928,       499.87407,        -0.00915,        -0.17370 
0,         0.03000,        -2.99998,        -2.99986,     14999.99741,        -0.00851,        -0.01395,       499.81118,        -0.03055,        -0.38991 
0,         0.04000,        -2.99998,        -2.99982,     14999.99539,        -0.01135,        -0.01868,       499.74837,        -0.06331,        -0.69143 
0,         0.05500,        -2.99998,        -2.99975,     14999.99124,        -0.01560,        -0.02594,       499.65432,        -0.13412,        -1.30186 
0,         0.06500,        -2.99998,        -2.99971,     14999.98772,        -0.01844,        -0.03092,       499.59175,        -0.19612,        -1.81291 
0,         0.07500,        -2.99998,        -2.99966,     14999.98357,        -0.02128,        -0.03605,       499.52930,        -0.27029,        -2.40605 
0,         0.08000,        -2.99998,        -2.99964,     14999.98126,        -0.02270,        -0.03867,       499.49812,        -0.31204,        -2.73307 
0,         0.09000,        -2.99998,        -2.99959,     14999.97613,        -0.02552,        -0.04406,       499.43586,        -0.40508,        -3.44729 
0,         0.10000,        -2.99998,        -2.99955,     14999.97033,        -0.02833,        -0.04965,       499.37373,        -0.51116,        -4.24077 
0,         0.11000,        -2.99998,        -2.99950,     14999.96382,        -0.03111,        -0.05548,       499.31173,        -0.63064,        -5.11226 
0,         0.12000,        -2.99998,        -2.99946,     14999.95655,        -0.03376,        -0.06227,       499.24943,        -0.76233,        -6.06049 
0,         0.13000,        -2.99998,        -2.99941,     14999.94832,        -0.03603,        -0.07125,       499.18601,        -0.90039,        -7.08414 
0,         0.14000,        -2.99998,        -2.99937,     14999.93883,        -0.03779,        -0.08258,       499.12123,        -1.03761,        -8.18184 
0,         0.15000,        -2.99998,        -2.99932,     14999.92783,        -0.03901,        -0.09569,       499.05542,        -1.16935,        -9.35218 
0,         0.16000,        -2.99998,        -2.99928,     14999.91512,        -0.03971,        -0.11009,       498.98885,        -1.29245,       -10.59365 
0,         0.17000,        -2.99998,        -2.99923,     14999.90058,        -0.03992,        -0.12528,       498.92181,        -1.40534,       -11.90477 
0,         0.18000,        -2.99998,        -2.99919,     14999.88414,        -0.03971,        -0.14087,       498.85457,        -1.50768,       -13.28406 
0,         0.19000,        -2.99998,        -2.99914,     14999.86576,        -0.03912,        -0.15660,       498.78735,        -1.60004,       -14.73007 
0,         0.20000,        -2.99998,        -2.99910,     14999.84545,        -0.03821,        -0.17225,       498.72030,        -1.68353,       -16.24137 
0,         0.21000,        -2.99998,        -2.99905,     14999.82323,        -0.03701,        -0.18773,       498.65350,        -1.75959,       -17.81656 
0,         0.22000,        -2.99998,        -2.99901,     14999.79911,        -0.03554,        -0.20298,       498.58700,        -1.82975,       -19.45425 
0,         0.23000,        -2.99998,        -2.99896,     14999.77313,        -0.03381,        -0.21800,       498.52081,        -1.89555,       -21.15307 
0,         0.24000,        -2.99998,        -2.99892,     14999.74531,        -0.03181,        -0.23280,       498.45492,        -1.95841,       -22.91166 
0,         0.25000,        -2.99998,        -2.99887,     14999.71569,        -0.02953,        -0.24740,       498.38929,        -2.01959,       -24.72867 
0,         0.26000,        -2.99998,        -2.99883,     14999.68428,        -0.02693,        -0.26187,       498.32391,        -2.08016,       -26.60273 
0,         0.27000,        -2.99998,        -2.99878,     14999.65110,        -0.02399,        -0.27623,       498.25873,        -2.14098,       -28.53245 
0,         0.28000,        -2.99998,        -2.99874,     14999.61616,        -0.02066,        -0.29051,       498.19373,        -2.20282,       -30.51641 
0,         0.29000,        -2.99998,        -2.99869,     14999.57954,        -0.01215,        -0.30254,       498.12879,        -2.26555,       -32.53245 
0,         0.30000,        -2.99998,        -2.99865,     14999.54164,         0.00010,        -0.31265,       498.06619,        -2.32416,       -34.45424 
0,         0.31000,        -2.99998,        -2.99860,     14999.50246,         0.00962,        -0.32309,       498.00358,        -2.37928,       -36.25761 
0,         0.32000,        -2.99998,        -2.99856,     14999.46201,         0.01744,        -0.33323,       497.93888,        -2.43310,       -37.94862 
0,         0.33000,        -2.99998,        -2.99851,     14999.42036,         0.02496,        -0.34284,       497.87477,        -2.48639,       -39.52869 
0,         0.34000,        -2.99998,        -2.99847,     14999.37755,         0.03224,        -0.35203,       497.81113,        -2.53993,       -40.99815 
0,         0.35000,        -2.99998,        -2.99842,     14999.33363,         0.03934,        -0.36089,       497.74789,        -2.59424,       -42.35740 
0,         0.36000,        -2.99998,        -2.99838,     14999.28865,         0.04630,        -0.36949,       497.68496,        -2.64968,       -43.60691 
0,         0.37000,        -2.99998,        -2.99833,     14999.24262,         0.05319,        -0.37791,       497.62229,        -2.70648,       -44.74718 
0,         0.38000,        -2.99998,        -2.99829,     14999.19557,         0.06003,        -0.38619,       497.55981,        -2.76475,       -45.77876 
0,         0.39000,        -2.99998,        -2.99825,     14999.14752,         0.06688,        -0.39438,       497.49749,        -2.82454,       -46.70226 
0,         0.40000,        -2.99998,        -2.99820,     14999.09846,         0.07376,        -0.40251,       497.43529,        -2.88587,       -47.51834 
0,         0.41000,        -2.99998,        -2.99816,     14999.04841,         0.08070,        -0.41061,       497.37317,        -2.94873,       -48.22770 
0,         0.42000,        -2.99998,        -2.99811,     14998.99737,         0.08771,        -0.41872,       497.31112,        -3.01311,       -48.83108 
0,         0.43000,        -2.99998,        -2.99807,     14998.94534,         0.09484,        -0.42685,       497.24913,        -3.07901,       -49.32928 
0,         0.44000,        -2.99998,        -2.99802,     14998.89231,         0.10210,        -0.43504,       497.18722,        -3.14640,       -49.72319 
0,         0.45000,        -2.99998,        -2.99798,     14998.83827,         0.10949,        -0.44329,       497.12536,        -3.21532,       -50.01372 
0,         0.46000,        -2.99998,        -2.99793,     14998.78322,         0.11702,        -0.45162,       497.06356,        -3.28586,       -50.20182 
0,         0.47000,        -2.99998,        -2.99789,     14998.72715,         0.12467,        -0.46003,       497.00183,        -3.35819,       -50.28845 
0,         0.48000,        -2.99998,        -2.99784,     14998.67003,         0.13180,        -0.46901,       496.95127,        -3.43277,       -50.28343 
0,         0.49000,        -2.99998,        -2.99780,     14998.61175,         0.13840,        -0.47869,       496.90836,        -3.51075,       -50.24303 
0,         0.50000,        -2.99998,        -2.99775,     14998.55226,         0.14557,        -0.48907,       496.85990,        -3.59127,       -50.19376 
0,         0.51000,        -2.99998,        -2.99771,     14998.49144,         0.15345,        -0.50029,       496.80899,        -3.67192,       -50.14675 
0,         0.52000,        -2.99998,        -2.99766,     14998.42921,         0.16170,        -0.51211,       496.75799,        -3.75182,       -50.10663 
0,         0.53000,        -2.99998,        -2.99762,     14998.36550,         0.17023,        -0.52442,       496.70777,        -3.83012,       -50.07460 
0,         0.54000,        -2.99998,        -2.99757,     14998.30026,         0.17899,        -0.53708,       496.65854,        -3.90625,       -50.05020 
0,         0.55000,        -2.99998,        -2.99753,     14998.23345,         0.18791,        -0.54999,       496.61020,        -3.97986,       -50.03230 
0,         0.56000,        -2.99998,        -2.99748,     14998.16506,         0.19698,        -0.56304,       496.56257,        -4.05080,       -50.01958 
0,         0.57000,        -2.99998,        -2.99744,     14998.09506,         0.20615,        -0.57618,       496.51541,        -4.11905,       -50.01083 
0,         0.58000,        -2.99998,        -2.99739,     14998.02346,         0.21543,        -0.58936,       496.46853,        -4.18472,       -50.00503 
0,         0.59000,        -2.99998,        -2.99735,     14997.95024,         0.22479,        -0.60255,       496.42177,        -4.24799,       -50.00136 
0,         0.60000,        -2.99998,        -2.99730,     14997.87541,         0.23422,        -0.61573,       496.37500,        -4.30905,       -49.99920 
0,         0.61000,        -2.99998,        -2.99726,     14997.79897,         0.24373,        -0.62890,       496.32816,        -4.36816,       -49.99807 
0,         0.62000,        -2.99998,        -2.99721,     14997.72093,         0.25330,        -0.64204,       496.28120,        -4.42552,       -49.99765 
0,         0.63000,        -2.99998,        -2.99717,     14997.64127,         0.26295,        -0.65518,       496.23409,        -4.48136,       -49.99768 
0,         0.64000,        -2.99998,        -2.99712,     14997.56002,         0.27266,        -0.66831,       496.18684,        -4.53587,       -49.99801 
0,         0.65000,        -2.99998,        -2.99708,     14997.47716,         0.28245,        -0.68144,       496.13945,        -4.58923,       -49.99851 
0,         0.66000,        -2.99998,        -2.99704,     14997.39270,         0.29232,        -0.69459,       496.09194,        -4.64157,       -49.99912 
0,         0.67000,        -2.99998,        -2.99699,     14997.30663,         0.30226,        -0.70776,       496.04431,        -4.69303,       -49.99978 
0,         0.68000,        -2.99998,        -2.99695,     14997.21895,         0.31228,        -0.72097,       495.99659,        -4.74370,       -50.00045 
0,         0.69000,        -2.99998,        -2.99690,     14997.12966,         0.32238,        -0.73421,       495.94878,        -4.79365,       -50.00112 
0,         0.70000,        -2.99997,        -2.99686,     14997.03876,         0.33256,        -0.74749,       495.90089,        -4.84295,       -50.00178 
0,         0.71000,        -2.99997,        -2.99681,     14996.94622,         0.34283,        -0.76083,       495.85295,        -4.89164,       -50.00240 
0,         0.72000,        -2.99997,        -2.99677,     14996.85206,         0.35318,        -0.77422,       495.80495,        -4.93975,       -50.00300 
0,         0.73000,        -2.99997,        -2.99672,     14996.75627,         0.36361,        -0.78767,       495.75690,        -4.98731,       -50.00357 
0,         0.74000,        -2.99997,        -2.99668,     14996.65883,         0.37414,        -0.80118,       495.70882,        -5.03432,       -50.00411 
0,         0.75000,        -2.99997,        -2.99663,     14996.55974,         0.38475,        -0.81476,       495.66071,        -5.08079,       -50.00461 
0,         0.76000,        -2.99997,        -2.99659,     14996.45899,         0.39545,        -0.82840,       495.61259,        -5.12672,       -50.00508 
0,         0.77000,        -2.99997,        -2.99654,     14996.35658,         0.40623,        -0.84211,       495.56445,        -5.17211,       -50.00553 
0,         0.78000,        -2.99997,        -2.99650,     14996.25250,         0.41710,        -0.85588,       495.51630,        -5.21696,       -50.00594 
0,         0.79000,        -2.99997,        -2.99645,     14996.14673,         0.42806,        -0.86972,       495.46813,        -5.26127,       -50.00634 
0,         0.80000,        -2.99997,        -2.99641,     14996.03928,         0.43909,        -0.88362,       495.41995,        -5.30503,       -50.00671 
0,         0.81000,        -2.99997,        -2.99636,     14995.93013,         0.45021,        -0.89759,       495.37175,        -5.34825,       -50.00706 
0,         0.82000,        -2.99997,        -2.99632,     14995.81927,         0.46142,        -0.91162,       495.32352,        -5.39092,       -50.00739 
0,         0.83000,        -2.99997,        -2.99628,     14995.70671,         0.47270,        -0.92571,       495.27528,        -5.43306,       -50.00771 
0,         0.84000,        -2.99997,        -2.99623,     14995.59243,         0.48405,        -0.93986,       495.22701,        -5.47465,       -50.00800 
0,         0.85000,        -2.99997,        -2.99619,     14995.47642,         0.49549,        -0.95407,       495.17872,        -5.51570,       -50.00828 
0,         0.86000,        -2.99997,        -2.99614,     14995.35868,         0.50700,        -0.96833,       495.13040,        -5.55623,       -50.00854 
0,         0.87000,        -2.99997,        -2.99610,     14995.23921,         0.51859,        -0.98266,       495.08205,        -5.59622,       -50.00879 
0,         0.88000,        -2.99997,        -2.99605,     14995.11799,         0.53025,        -0.99703,       495.03368,        -5.63569,       -50.00902 
0,         0.89000,        -2.99997,        -2.99601,     14994.99502,         0.54198,        -1.01146,       494.98527,        -5.67465,       -50.00924 
0,         0.90000,        -2.99997,        -2.99596,     14994.87030,         0.55378,        -1.02595,       494.93684,        -5.71309,       -50.00945 
0,         0.91000,        -2.99997,        -2.99592,     14994.74381,         0.56565,        -1.04049,       494.88838,        -5.75103,       -50.00965 
0,         0.92000,        -2.99997,        -2.99587,     14994.61556,         0.57760,        -1.05507,       494.83988,        -5.78847,       -50.00983 
0,         0.93000,        -2.99997,        -2.99583,     14994.48553,         0.58961,        -1.06971,       494.79135,        -5.82542,       -50.01001 
0,         0.94000,        -2.99997,        -2.99578,     14994.35372,         0.60168,        -1.08440,       494.74279,        -5.86189,       -50.01018 
0,         0.95000,        -2.99997,        -2.99574,     14994.22013,         0.61383,        -1.09914,       494.69420,        -5.89788,       -50.01034 
0,         0.96000,        -2.99997,        -2.99569,     14994.08474,         0.62603,        -1.11393,       494.64558,        -5.93340,       -50.01049 
0,         0.97000,        -2.99996,        -2.99565,     14993.94756,         0.63831,        -1.12876,       494.59692,        -5.96845,       -50.01063 
0,         0.98000,        -2.99996,        -2.99561,     14993.80858,         0.65064,        -1.14364,       494.54823,        -6.00305,       -50.01077 
0,         0.99000,        -2.99996,        -2.99556,     14993.66779,         0.66304,        -1.15857,       494.49951,        -6.03719,       -50.01090 
0,         1.00000,        -2.99996,        -2.99552,     14993.52518,         0.67551,        -1.17355,       494.45077,        -6.07089,       -50.01102 
0,         1.01500,        -2.99996,        -2.99545,     14993.30787,         0.69432,        -1.19610,       494.37760,        -6.12058,       -50.01121 
0,         1.02500,        -2.99996,        -2.99540,     14993.16071,         0.70695,        -1.21120,       494.32879,        -6.15316,       -50.01132 
0,         1.03500,        -2.99996,        -2.99536,     14993.01172,         0.71963,        -1.22634,       494.27997,        -6.18529,       -50.01143 
0,         1.04500,        -2.99996,        -2.99532,     14992.86089,         0.73238,        -1.24152,       494.23111,        -6.21699,       -50.01154 
0,         1.05500,        -2.99996,        -2.99527,     14992.70823,         0.74519,        -1.25676,       494.18223,        -6.24826,       -50.01164 
0,         1.06500,        -2.99996,        -2.99523,     14992.55371,         0.75805,        -1.27203,       494.13334,        -6.27910,       -50.01173 
0,         1.07500,        -2.99996,        -2.99518,     14992.39735,         0.77097,        -1.28735,       494.08442,        -6.30953,       -50.01182 
0,         1.08500,        -2.99996,        -2.99514,     14992.23913,         0.78394,        -1.30271,       494.03547,        -6.33954,       -50.01190 
0,         1.09500,        -2.99996,        -2.99509,     14992.07904,         0.79697,        -1.31811,       493.98651,        -6.36915,       -50.01198 
0,         1.10500,        -2.99996,        -2.99505,     14991.91710,         0.81006,        -1.33355,       493.93752,        -6.39836,       -50.01206 
0,         1.11500,        -2.99996,        -2.99500,     14991.75328,         0.82320,        -1.34904,       493.88850,        -6.42718,       -50.01213 
0,         1.12500,        -2.99996,        -2.99496,     14991.58759,         0.83639,        -1.36456,       493.83947,        -6.45561,       -50.01220 
0,         1.13500,        -2.99996,        -2.99491,     14991.42002,         0.84964,        -1.38012,       493.79041,        -6.48366,       -50.01226 
0,         1.14500,        -2.99995,        -2.99487,     14991.25057,         0.86294,        -1.39572,       493.74133,        -6.51134,       -50.01233 
0,         1.15500,        -2.99995,        -2.99483,     14991.07923,         0.87628,        -1.41136,       493.69223,        -6.53865,       -50.01239 
0,         1.16500,        -2.99995,        -2.99478,     14990.90600,         0.88968,        -1.42704,       493.64311,        -6.56559,       -50.01245 
0,         1.17500,        -2.99995,        -2.99474,     14990.73088,         0.90313,        -1.44275,       493.59396,        -6.59217,       -50.01251 
0,         1.18500,        -2.99995,        -2.99469,     14990.55385,         0.91662,        -1.45850,       493.54480,        -6.61840,       -50.01257 
0,         1.19500,        -2.99995,        -2.99465,     14990.37492,         0.93016,        -1.47429,       493.49561,        -6.64429,       -50.01262 
0,         1.20500,        -2.99995,        -2.99460,     14990.19409,         0.94375,        -1.49011,       493.44639,        -6.66983,       -50.01267 
0,         1.21500,        -2.99995,        -2.99456,     14990.01134,         0.95739,        -1.50596,       493.39717,        -6.69504,       -50.01273 
0,         1.22500,        -2.99995,        -2.99451,     14989.82668,         0.97107,        -1.52185,       493.34792,        -6.71991,       -50.01278 
0,         1.23500,        -2.99995,        -2.99447,     14989.64011,         0.98480,        -1.53778,       493.29864,        -6.74445,       -50.01283 
0,         1.24500,        -2.99995,        -2.99443,     14989.45161,         0.99857,        -1.55374,       493.24936,        -6.76867,       -50.01287 
0,         1.25500,        -2.99995,        -2.99438,     14989.26118,         1.01238,        -1.56973,       493.20005,        -6.79258,       -50.01292 
0,         1.26500,        -2.99995,        -2.99434,     14989.06883,         1.02624,        -1.58575,       493.15071,        -6.81616,       -50.01297 
0,         1.27500,        -2.99995,        -2.99429,     14988.87454,         1.04014,        -1.60181,       493.10137,        -6.83945,       -50.01301 
0,         1.28500,        -2.99994,        -2.99425,     14988.67832,         1.05408,        -1.61789,       493.05200,        -6.86242,       -50.01306 
0,         1.29500,        -2.99994,        -2.99420,     14988.48016,         1.06807,        -1.63401,       493.00261,        -6.88509,       -50.01310 
0,         1.30500,        -2.99994,        -2.99416,     14988.28005,         1.08209,        -1.65016,       492.95321,        -6.90747,       -50.01314 
0,         1.31500,        -2.99994,        -2.99411,     14988.07800,         1.09616,        -1.66634,       492.90379,        -6.92956,       -50.01319 
0,         1.32500,        -2.99994,        -2.99407,     14987.87401,         1.11026,        -1.68255,       492.85435,        -6.95135,       -50.01323 
0,         1.33500,        -2.99994,        -2.99403,     14987.66806,         1.12440,        -1.69879,       492.80490,        -6.97287,       -50.01327 
0,         1.34500,        -2.99994,        -2.99398,     14987.46015,         1.13858,        -1.71506,       492.75543,        -6.99410,       -50.01331 
0,         1.35500,        -2.99994,        -2.99394,     14987.25029,         1.15281,        -1.73136,       492.70594,        -7.01506,       -50.01335 
0,         1.36500,        -2.99994,        -2.99389,     14987.03847,         1.16706,        -1.74768,       492.65645,        -7.03574,       -50.01338 
0,         1.37500,        -2.99994,        -2.99385,     14986.82468,         1.18136,        -1.76404,       492.60694,        -7.05615,       -50.01342 
0,         1.38500,        -2.99994,        -2.99380,     14986.60892,         1.19570,        -1.78043,       492.55741,        -7.07628,       -50.01345 
0,         1.39500,        -2.99993,        -2.99376,     14986.39120,         1.21007,        -1.79684,       492.50788,        -7.09615,       -50.01348 
0,         1.40500,        -2.99993,        -2.99371,     14986.17150,         1.22449,        -1.81328,       492.45834,        -7.11574,       -50.01352 
0,         1.41500,        -2.99993,        -2.99367,     14985.94983,         1.23894,        -1.82976,       492.40878,        -7.13507,       -50.01355 
0,         1.42500,        -2.99993,        -2.99363,     14985.72617,         1.25342,        -1.84625,       492.35922,        -7.15414,       -50.01358 
0,         1.43500,        -2.99993,        -2.99358,     14985.50054,         1.26794,        -1.86278,       492.30966,        -7.17295,       -50.01362 
0,         1.44500,        -2.99993,        -2.99354,     14985.27292,         1.28250,        -1.87933,       492.26007,        -7.19151,       -50.01365 
0,         1.45500,        -2.99993,        -2.99349,     14985.04331,         1.29709,        -1.89591,       492.21049,        -7.20982,       -50.01368 
0,         1.46500,        -2.99993,        -2.99345,     14984.81172,         1.31171,        -1.91252,       492.16090,        -7.22788,       -50.01372 
0,         1.47500,        -2.99993,        -2.99340,     14984.57813,         1.32637,        -1.92915,       492.11130,        -7.24569,       -50.01375 
0,         1.48500,        -2.99993,        -2.99336,     14984.34255,         1.34105,        -1.94580,       492.06170,        -7.26327,       -50.01378 
0,         1.49500,        -2.99992,        -2.99332,     14984.10497,         1.35577,        -1.96248,       492.01210,        -7.28062,       -50.01381 
0,         1.50500,        -2.99992,        -2.99327,     14983.86539,         1.37053,        -1.97919,       491.96248,        -7.29772,       -50.01384 
0,         1.51500,        -2.99992,        -2.99323,     14983.62380,         1.38531,        -1.99592,       491.91287,        -7.31461,       -50.01387 
0,         1.52500,        -2.99992,        -2.99318,     14983.38022,         1.40012,        -2.01267,       491.86325,        -7.33127,       -50.01390 
0,         1.53500,        -2.99992,        -2.99314,     14983.13462,         1.41497,        -2.02945,       491.81362,        -7.34770,       -50.01393 
0,         1.54500,        -2.99992,        -2.99309,     14982.88702,         1.42984,        -2.04624,       491.76399,        -7.36392,       -50.01396 
0,         1.55500,        -2.99992,        -2.99305,     14982.63740,         1.44475,        -2.06307,       491.71436,        -7.37992,       -50.01399 
0,         1.56500,        -2.99992,        -2.99301,     14982.38578,         1.45968,        -2.07991,       491.66472,        -7.39571,       -50.01402 
0,         1.57500,        -2.99992,        -2.99296,     14982.13213,         1.47464,        -2.09678,       491.61509,        -7.41129,       -50.01405 
0,         1.58500,        -2.99992,        -2.99292,     14981.87647,         1.48963,        -2.11367,       491.56545,        -7.42667,       -50.01408 
0,         1.59500,        -2.99991,        -2.99287,     14981.61879,         1.50465,        -2.13058,       491.51581,        -7.44184,       -50.01411 
0,         1.60500,        -2.99991,        -2.99283,     14981.35909,         1.51969,        -2.14751,       491.46618,        -7.45682,       -50.01413 
0,         1.61500,        -2.99991,        -2.99278,     14981.09736,         1.53477,        -2.16446,       491.41654,        -7.47160,       -50.01416 
0,         1.62500,        -2.99991,        -2.99274,     14980.83361,         1.54986,        -2.18143,       491.36689,        -7.48618,       -50.01419 
0,         1.63500,        -2.99991,        -2.99270,     14980.56782,         1.56499,        -2.19843,       491.31726,        -7.50057,       -50.01422 
0,         1.64500,        -2.99991,        -2.99265,     14980.30001,         1.58014,        -2.21544,       491.26762,        -7.51478,       -50.01425 
0,         1.65500,        -2.99991,        -2.99261,     14980.03017,         1.59531,        -2.23248,       491.21798,        -7.52880,       -50.01427 
0,         1.66500,        -2.99991,        -2.99256,     14979.75829,         1.61051,        -2.24953,       491.16835,        -7.54264,       -50.01430 
0,         1.67500,        -2.99990,        -2.99252,     14979.48438,         1.62574,        -2.26660,       491.11872,        -7.55629,       -50.01433 
0,         1.68500,        -2.99990,        -2.99247,     14979.20843,         1.64099,        -2.28370,       491.06909,        -7.56977,       -50.01436 
0,         1.69500,        -2.99990,        -2.99243,     14978.93044,         1.65626,        -2.30081,       491.01947,        -7.58308,       -50.01438 
0,         1.70500,        -2.99990,        -2.99239,     14978.65042,         1.67156,        -2.31794,       490.96985,        -7.59621,       -50.01441 
0,         1.71500,        -2.99990,        -2.99234,     14978.36834,         1.68688,        -2.33509,       490.92022,        -7.60917,       -50.01444 
0,         1.72500,        -2.99990,        -2.99230,     14978.08423,         1.70223,        -2.35225,       490.87061,        -7.62197,       -50.01447 
0,         1.73500,        -2.99990,        -2.99225,     14977.79807,         1.71759,        -2.36944,       490.82101,        -7.63460,       -50.01449 
0,         1.74500,        -2.99990,        -2.99221,     14977.50986,         1.73298,        -2.38664,       490.77140,        -7.64707,       -50.01452 
0,         1.75500,        -2.99989,        -2.99217,     14977.21961,         1.74839,        -2.40386,       490.72181,        -7.65938,       -50.01455 
0,         1.76500,        -2.99989,        -2.99212,     14976.92730,         1.76382,        -2.42110,       490.67222,        -7.67153,       -50.01458 
0,         1.77500,        -2.99989,        -2.99208,     14976.63294,         1.77928,        -2.43835,       490.62264,        -7.68352,       -50.01460 
0,         1.78500,        -2.99989,        -2.99203,     14976.33653,         1.79475,        -2.45563,       490.57307,        -7.69537,       -50.01463 
0,         1.79500,        -2.99989,        -2.99199,     14976.03807,         1.81025,        -2.47291,       490.52351,        -7.70707,       -50.01466 
0,         1.80500,        -2.99989,        -2.99194,     14975.73754,         1.82576,        -2.49022,       490.47396,        -7.71861,       -50.01469 
0,         1.81500,        -2.99989,        -2.99190,     14975.43496,         1.84130,        -2.50754,       490.42442,        -7.73002,       -50.01471 
0,         1.82500,        -2.99988,        -2.99186,     14975.13033,         1.85685,        -2.52488,       490.37489,        -7.74128,       -50.01474 
0,         1.83500,        -2.99988,        -2.99181,     14974.82363,         1.87243,        -2.54223,       490.32536,        -7.75239,       -50.01477 
0,         1.84500,        -2.99988,        -2.99177,     14974.51487,         1.88802,        -2.55960,       490.27585,        -7.76337,       -50.01480 
0,         1.85500,        -2.99988,        -2.99172,     14974.20405,         1.90363,        -2.57698,       490.22636,        -7.77422,       -50.01483 
0,         1.86500,        -2.99988,        -2.99168,     14973.89116,         1.91926,        -2.59438,       490.17687,        -7.78492,       -50.01485 
0,         1.87500,        -2.99988,        -2.99164,     14973.57621,         1.93491,        -2.61180,       490.12739,        -7.79549,       -50.01488 
0,         1.88500,        -2.99988,        -2.99159,     14973.25919,         1.95058,        -2.62923,       490.07793,        -7.80594,       -50.01491 
0,         1.89500,        -2.99987,        -2.99155,     14972.94011,         1.96627,        -2.64667,       490.02848,        -7.81625,       -50.01494 
0,         1.90500,        -2.99987,        -2.99150,     14972.61895,         1.98197,        -2.66413,       489.97904,        -7.82643,       -50.01497 
0,         1.91500,        -2.99987,        -2.99146,     14972.29573,         1.99769,        -2.68160,       489.92962,        -7.83649,       -50.01499 
0,         1.92500,        -2.99987,        -2.99142,     14971.97043,         2.01343,        -2.69909,       489.88021,        -7.84642,       -50.01502 
0,         1.93500,        -2.99987,        -2.99137,     14971.64307,         2.02918,        -2.71659,       489.83082,        -7.85623,       -50.01505 
0,         1.94500,        -2.99987,        -2.99133,     14971.31363,         2.04496,        -2.73411,       489.78143,        -7.86592,       -50.01508 
0,         1.95500,        -2.99986,        -2.99128,     14970.98211,         2.06075,        -2.75164,       489.73207,        -7.87549,       -50.01511 
0,         1.96500,        -2.99986,        -2.99124,     14970.64852,         2.07655,        -2.76918,       489.68272,        -7.88494,       -50.01514 
0,         1.97500,        -2.99986,        -2.99119,     14970.31285,         2.09237,        -2.78674,       489.63338,        -7.89428,       -50.01517 
0,         1.98500,        -2.99986,        -2.99115,     14969.97511,         2.10821,        -2.80431,       489.58406,        -7.90350,       -50.01520 
0,         1.99500,        -2.99986,        -2.99111,     14969.63529,         2.12406,        -2.82190,       489.53476,        -7.91261,       -50.01522 
0,         2.00500,        -2.99986,        -2.99106,     14969.29339,         2.13993,        -2.83949,       489.48548,        -7.92160,       -50.01525 
0,         2.01500,        -2.99986,        -2.99102,     14968.94940,         2.15581,        -2.85710,       489.43621,        -7.93049,       -50.01528 
0,         2.02500,        -2.99985,        -2.99097,     14968.60334,         2.17171,        -2.87473,       489.38696,        -7.93928,       -50.01531 
0,         2.03500,        -2.99985,        -2.99093,     14968.25519,         2.18762,        -2.89236,       489.33772,        -7.94795,       -50.01533 
0,         2.04500,        -2.99985,        -2.99089,     14967.90496,         2.20355,        -2.91001,       489.28851,        -7.95653,       -50.01536 
0,         2.05500,        -2.99985,        -2.99084,     14967.55265,         2.21950,        -2.92767,       489.23931,        -7.96500,       -50.01539 
0,         2.06500,        -2.99985,        -2.99080,     14967.19825,         2.23545,        -2.94534,       489.19013,        -7.97337,       -50.01542 
0,         2.07500,        -2.99984,        -2.99075,     14966.84177,         2.25142,        -2.96303,       489.14097,        -7.98164,       -50.01545 
0,         2.08500,        -2.99984,        -2.99071,     14966.48320,         2.26741,        -2.98073,       489.09183,        -7.98981,       -50.01549 
0,         2.09500,        -2.99984,        -2.99067,     14966.12254,         2.28341,        -2.99844,       489.04271,        -7.99789,       -50.01552 
0,         2.10500,        -2.99984,        -2.99062,     14965.75979,         2.29942,        -3.01616,       488.99361,        -8.00587,       -50.01555 
0,         2.11500,        -2.99984,        -2.99058,     14965.39496,         2.31545,        -3.03389,       488.94453,        -8.01375,       -50.01559 
0,         2.12500,        -2.99984,        -2.99053,     14965.02803,         2.33149,        -3.05164,       488.89546,        -8.02153,       -50.01562 
0,         2.13500,        -2.99983,        -2.99049,     14964.65901,         2.34755,        -3.06940,       488.84642,        -8.02922,       -50.01565 
0,         2.14500,        -2.99983,        -2.99045,     14964.28791,         2.36362,        -3.08717,       488.79740,        -8.03681,       -50.01569 
0,         2.15500,        -2.99983,        -2.99040,     14963.91471,         2.37970,        -3.10495,       488.74840,        -8.04431,       -50.01572 
0,         2.16500,        -2.99983,        -2.99036,     14963.53941,         2.39580,        -3.12275,       488.69943,        -8.05171,       -50.01575 
0,         2.17500,        -2.99983,        -2.99032,     14963.16202,         2.41191,        -3.14056,       488.65048,        -8.05902,       -50.01579 
0,         2.18500,        -2.99983,        -2.99027,     14962.78254,         2.42803,        -3.15837,       488.60155,        -8.06624,       -50.01582 
0,         2.19500,        -2.99982,        -2.99023,     14962.40096,         2.44417,        -3.17620,       488.55264,        -8.07337,       -50.01585 
0,         2.20500,        -2.99982,        -2.99018,     14962.01729,         2.46031,        -3.19405,       488.50376,        -8.08040,       -50.01588 
